lang_id,verb_id,tense_id,subject_id,conj
1,18,14,6,will have been telling
1,18,15,6,had been telling
1,18,16,6,would have been telling
1,19,1,6,ask
1,19,2,6,will ask
1,19,3,6,asked
1,19,4,6,would ask
1,19,5,6,are asking
1,19,6,6,will be asking
1,19,7,6,were asking
1,19,8,6,would be asking
1,19,9,6,have asked
1,19,10,6,will have asked
1,19,11,6,had asked
1,19,12,6,would have asked
1,19,13,6,have been asking
1,19,14,6,will have been asking
1,19,15,6,had been asking
1,19,16,6,would have been asking
1,20,1,6,work
1,20,2,6,will work
1,20,3,6,worked
1,20,4,6,would work
1,20,5,6,are working
1,20,6,6,will be working
1,20,7,6,were working
1,20,8,6,would be working
1,20,9,6,have worked
1,20,10,6,will have worked
1,20,11,6,had worked
1,20,12,6,would have worked
1,20,13,6,have been working
1,20,14,6,will have been working
1,20,15,6,had been working
1,20,16,6,would have been working
1,21,1,6,seem
1,21,2,6,will seem
1,21,3,6,seemed
1,21,4,6,would seem
1,21,5,6,are seeming
1,21,6,6,will be seeming
1,21,7,6,were seeming
1,21,8,6,would be seeming
1,21,9,6,have seemed
1,21,10,6,will have seemed
1,21,11,6,had seemed
1,21,12,6,would have seemed
1,21,13,6,have been seeming
1,21,14,6,will have been seeming
1,21,15,6,had been seeming
1,21,16,6,would have been seeming
1,22,1,6,feel
1,22,2,6,will feel
1,22,3,6,felt
1,22,4,6,would feel
1,22,5,6,are feeling
1,22,6,6,will be feeling
1,22,7,6,were feeling
1,22,8,6,would be feeling
1,22,9,6,have felt
1,22,10,6,will have felt
1,22,11,6,had felt
1,22,12,6,would have felt
1,22,13,6,have been feeling
1,22,14,6,will have been feeling
1,22,15,6,had been feeling
1,22,16,6,would have been feeling
1,23,1,6,try
1,23,2,6,will try
1,23,3,6,tried
1,23,4,6,would try
1,23,5,6,are trying
1,23,6,6,will be trying
1,23,7,6,were trying
1,23,8,6,would be trying
1,23,9,6,have tried
1,23,10,6,will have tried
1,23,11,6,had tried
1,23,12,6,would have tried
1,23,13,6,have been trying
1,23,14,6,will have been trying
1,23,15,6,had been trying
1,23,16,6,would have been trying
1,24,1,6,leave
1,24,2,6,will leave
1,24,3,6,left
1,24,4,6,would leave
1,24,5,6,are leaving
1,24,6,6,will be leaving
1,24,7,6,were leaving
1,24,8,6,would be leaving
1,24,9,6,have left
1,24,10,6,will have left
1,24,11,6,had left
1,24,12,6,would have left
1,24,13,6,have been leaving
1,24,14,6,will have been leaving
1,24,15,6,had been leaving
1,24,16,6,would have been leaving
1,25,1,6,call
1,25,2,6,will call
1,25,3,6,called
1,25,4,6,would call
1,25,5,6,are calling
1,25,6,6,will be calling
1,25,7,6,were calling
1,25,8,6,would be calling
1,25,9,6,have called
1,25,10,6,will have called
1,25,11,6,had called
1,25,12,6,would have called
1,25,13,6,have been calling
1,25,14,6,will have been calling
1,25,15,6,had been calling
1,25,16,6,would have been calling
